Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
102,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3127.2,3124.4,2024-10-31 10:03:00 AM,2024-10-31 10:07:00 AM,GS,TP1,$25.60,$1406.60,$2.40,$0.00,$0.00,$0.00,$0.00,$10.00,$37.00,$11.40,5,
103,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3127.2,3127.2,2024-10-31 10:03:00 AM,2024-10-31 10:09:00 AM,GS,Stop loss,-$9.60,$1397.00,$9.60,$0.00,$0.00,$0.00,$0.00,$40.00,$148.00,$157.60,7,
104,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3116.5,3112.4,2024-10-31 10:46:00 AM,2024-10-31 10:49:00 AM,GS,TP1,$38.60,$1435.60,$2.40,$0.00,$0.00,$0.00,$0.00,$7.00,$43.00,$4.40,4,
105,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3116.5,3112.4,2024-10-31 10:46:00 AM,2024-10-31 10:49:00 AM,GS,TP2,$38.60,$1474.20,$2.40,$0.00,$0.00,$0.00,$0.00,$7.00,$43.00,$4.40,4,
106,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,3116.5,3116.5,2024-10-31 10:46:00 AM,2024-10-31 10:55:00 AM,GS,Stop loss,-$7.20,$1467.00,$7.20,$0.00,$0.00,$0.00,$0.00,$21.00,$129.00,$136.20,10,
107,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3087.5,3090.3,2024-12-11 10:05:00 AM,2024-12-11 10:10:00 AM,GL_B,TP1,$25.60,$1492.60,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$109.00,$83.40,6,
108,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3087.5,3092.7,2024-12-11 10:05:00 AM,2024-12-11 10:14:00 AM,GL_B,TP2,$49.60,$1542.20,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$109.00,$59.40,10,
109,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3087.5,3094.8,2024-12-11 10:05:00 AM,2024-12-11 10:34:00 AM,GL_B,TP3,$70.60,$1612.80,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$109.00,$38.40,30,
110,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,3087.5,3098.3,2024-12-11 10:05:00 AM,2024-12-11 10:42:00 AM,GL_B,FullTake,$211.20,$1824.00,$4.80,$0.00,$0.00,$0.00,$0.00,$4.00,$218.00,$6.80,38,
111,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2984.1,2985.8,2024-12-20 10:24:00 AM,2024-12-20 10:34:00 AM,GL_B,TP1,$14.60,$1838.60,$2.40,$0.00,$0.00,$0.00,$0.00,$22.00,$98.00,$83.40,11,
112,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2984.1,2989.3,2024-12-20 10:24:00 AM,2024-12-20 10:51:00 AM,GL_B,TP2,$49.60,$1888.20,$2.40,$0.00,$0.00,$0.00,$0.00,$22.00,$98.00,$48.40,28,
113,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2984.1,2992.1,2024-12-20 10:24:00 AM,2024-12-20 10:57:00 AM,GL_B,TP3,$77.60,$1965.80,$2.40,$0.00,$0.00,$0.00,$0.00,$22.00,$98.00,$20.40,34,
114,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,2984.1,2989.7,2024-12-20 10:24:00 AM,2024-12-20 11:10:00 AM,GL_B,Stop loss,$107.20,$2073.00,$4.80,$0.00,$0.00,$0.00,$0.00,$44.00,$196.00,$88.80,47,
115,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2989.8,2991.8,2024-12-26 10:10:00 AM,2024-12-26 10:15:00 AM,GL_B,TP1,$17.60,$2090.60,$2.40,$0.00,$0.00,$0.00,$0.00,$0.00,$59.00,$41.40,6,
116,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2989.8,2995.0,2024-12-26 10:10:00 AM,2024-12-26 10:52:00 AM,GL_B,TP2,$49.60,$2140.20,$2.40,$0.00,$0.00,$0.00,$0.00,$0.00,$59.00,$9.40,43,
117,MGC 12-26,Backtest,GoldTrendScalperV40,Long,3,2989.8,2993.4,2024-12-26 10:10:00 AM,2024-12-26 10:59:00 AM,GL_B,Stop loss,$100.80,$2241.00,$7.20,$0.00,$0.00,$0.00,$0.00,$0.00,$177.00,$76.20,50,
118,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2973.9,2976.8,2024-12-31 10:34:00 AM,2024-12-31 10:37:00 AM,GL_B,TP1,$26.60,$2267.60,$2.40,$0.00,$0.00,$0.00,$0.00,$0.00,$53.00,$26.40,4,
119,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,2973.9,2978.8,2024-12-31 10:34:00 AM,2024-12-31 10:43:00 AM,GL_B,TP2,$46.60,$2314.20,$2.40,$0.00,$0.00,$0.00,$0.00,$0.00,$53.00,$6.40,10,
120,MGC 12-26,Backtest,GoldTrendScalperV40,Long,3,2973.9,2976.1,2024-12-31 10:34:00 AM,2024-12-31 10:47:00 AM,GL_B,Stop loss,$58.80,$2373.00,$7.20,$0.00,$0.00,$0.00,$0.00,$0.00,$159.00,$100.20,14,
121,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3090.0,3087.3,2025-01-17 10:07:00 AM,2025-01-17 10:14:00 AM,GL_B,Stop loss,-$147.00,$2226.00,$12.00,$0.00,$0.00,$0.00,$0.00,$135.00,$20.00,$167.00,8,
122,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3163.5,3160.7,2025-01-30 10:53:00 AM,2025-01-30 10:58:00 AM,GL_B,Stop loss,-$152.00,$2074.00,$12.00,$0.00,$0.00,$0.00,$0.00,$140.00,$60.00,$212.00,6,
123,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3165.7,3162.5,2025-01-30 11:02:00 AM,2025-01-30 11:03:00 AM,GL_B,Stop loss,-$172.00,$1902.00,$12.00,$0.00,$0.00,$0.00,$0.00,$160.00,$20.00,$192.00,2,
124,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3148.2,3146.2,2025-01-31 1:31:00 PM,2025-01-31 1:33:00 PM,GS,TP1,$17.60,$1919.60,$2.40,$0.00,$0.00,$0.00,$0.00,$3.00,$41.00,$23.40,3,
125,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3148.2,3148.2,2025-01-31 1:31:00 PM,2025-01-31 1:36:00 PM,GS,Stop loss,-$9.60,$1910.00,$9.60,$0.00,$0.00,$0.00,$0.00,$12.00,$164.00,$173.60,6,
126,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3231.2,3233.9,2025-02-11 10:05:00 AM,2025-02-11 10:07:00 AM,GS,Stop loss,-$147.00,$1763.00,$12.00,$0.00,$0.00,$0.00,$0.00,$135.00,$25.00,$172.00,3,
127,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3249.4,3247.1,2025-02-14 10:04:00 AM,2025-02-14 10:08:00 AM,GS,TP1,$20.60,$1783.60,$2.40,$0.00,$0.00,$0.00,$0.00,$20.00,$89.00,$68.40,5,
128,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3249.4,3243.0,2025-02-14 10:04:00 AM,2025-02-14 10:15:00 AM,GS,TP2,$61.60,$1845.20,$2.40,$0.00,$0.00,$0.00,$0.00,$20.00,$89.00,$27.40,12,
129,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3249.4,3243.0,2025-02-14 10:04:00 AM,2025-02-14 10:15:00 AM,GS,TP3,$61.60,$1906.80,$2.40,$0.00,$0.00,$0.00,$0.00,$20.00,$89.00,$27.40,12,
130,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,3249.4,3240.7,2025-02-14 10:04:00 AM,2025-02-14 10:18:00 AM,GS,FullTake,$169.20,$2076.00,$4.80,$0.00,$0.00,$0.00,$0.00,$40.00,$178.00,$8.80,15,
131,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3248.8,3251.4,2025-02-21 10:27:00 AM,2025-02-21 10:29:00 AM,GS,Stop loss,-$142.00,$1934.00,$12.00,$0.00,$0.00,$0.00,$0.00,$130.00,$45.00,$187.00,3,
132,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3246.8,3241.1,2025-02-25 10:19:00 AM,2025-02-25 10:23:00 AM,GS,TP1,$54.60,$1988.60,$2.40,$0.00,$0.00,$0.00,$0.00,$12.00,$136.00,$81.40,5,
133,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3246.8,3241.1,2025-02-25 10:19:00 AM,2025-02-25 10:23:00 AM,GS,TP2,$54.60,$2043.20,$2.40,$0.00,$0.00,$0.00,$0.00,$12.00,$136.00,$81.40,5,
134,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3246.8,3240.9,2025-02-25 10:19:00 AM,2025-02-25 10:25:00 AM,GS,TP3,$56.60,$2099.80,$2.40,$0.00,$0.00,$0.00,$0.00,$12.00,$136.00,$79.40,7,
135,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,3246.8,3233.3,2025-02-25 10:19:00 AM,2025-02-25 10:26:00 AM,GS,FullTake,$265.20,$2365.00,$4.80,$0.00,$0.00,$0.00,$0.00,$24.00,$272.00,$6.80,8,
136,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3247.1,3244.5,2025-03-12 11:13:00 AM,2025-03-12 11:19:00 AM,GL_B,Stop loss,-$142.00,$2223.00,$12.00,$0.00,$0.00,$0.00,$0.00,$130.00,$70.00,$212.00,7,
137,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3285.2,3289.3,2025-03-13 10:43:00 AM,2025-03-13 10:46:00 AM,GL_B,TP1,$38.60,$2261.60,$2.40,$0.00,$0.00,$0.00,$0.00,$8.00,$114.00,$75.40,4,
138,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3285.2,3289.3,2025-03-13 10:43:00 AM,2025-03-13 10:46:00 AM,GL_B,TP2,$38.60,$2300.20,$2.40,$0.00,$0.00,$0.00,$0.00,$8.00,$114.00,$75.40,4,
139,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3285.2,3293.1,2025-03-13 10:43:00 AM,2025-03-13 10:50:00 AM,GL_B,TP3,$76.60,$2376.80,$2.40,$0.00,$0.00,$0.00,$0.00,$8.00,$114.00,$37.40,8,
140,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,3285.2,3296.6,2025-03-13 10:43:00 AM,2025-03-13 10:51:00 AM,GL_B,Profit target,$223.20,$2600.00,$4.80,$0.00,$0.00,$0.00,$0.00,$16.00,$228.00,$4.80,9,
141,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3319.4,3316.8,2025-03-17 10:32:00 AM,2025-03-17 10:35:00 AM,GL_B,Stop loss,-$142.00,$2458.00,$12.00,$0.00,$0.00,$0.00,$0.00,$130.00,$20.00,$162.00,4,
142,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3317.0,3320.6,2025-03-21 10:11:00 AM,2025-03-21 10:12:00 AM,GS,Stop loss,-$192.00,$2266.00,$12.00,$0.00,$0.00,$0.00,$0.00,$180.00,$5.00,$197.00,2,
143,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3372.2,3374.0,2025-03-27 10:21:00 AM,2025-03-27 10:35:00 AM,GL_B,TP1,$15.60,$2281.60,$2.40,$0.00,$0.00,$0.00,$0.00,$19.00,$108.00,$92.40,15,
144,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3372.2,3379.7,2025-03-27 10:21:00 AM,2025-03-27 10:41:00 AM,GL_B,TP2,$72.60,$2354.20,$2.40,$0.00,$0.00,$0.00,$0.00,$19.00,$108.00,$35.40,21,
145,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3372.2,3379.7,2025-03-27 10:21:00 AM,2025-03-27 10:41:00 AM,GL_B,TP3,$72.60,$2426.80,$2.40,$0.00,$0.00,$0.00,$0.00,$19.00,$108.00,$35.40,21,
146,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,3372.2,3382.0,2025-03-27 10:21:00 AM,2025-03-27 10:47:00 AM,GL_B,FullTake,$191.20,$2618.00,$4.80,$0.00,$0.00,$0.00,$0.00,$38.00,$216.00,$24.80,27,
147,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3422.7,3425.6,2025-04-01 12:08:00 PM,2025-04-01 12:09:00 PM,GS,Stop loss,-$157.00,$2461.00,$12.00,$0.00,$0.00,$0.00,$0.00,$145.00,$35.00,$192.00,2,
148,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3415.5,3418.8,2025-04-01 12:19:00 PM,2025-04-01 12:21:00 PM,GS,Stop loss,-$177.00,$2284.00,$12.00,$0.00,$0.00,$0.00,$0.00,$165.00,$95.00,$272.00,3,
149,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3357.6,3355.3,2025-04-04 10:03:00 AM,2025-04-04 10:04:00 AM,GS,TP1,$20.60,$2304.60,$2.40,$0.00,$0.00,$0.00,$0.00,$28.00,$88.00,$67.40,2,
150,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3357.6,3350.1,2025-04-04 10:03:00 AM,2025-04-04 10:08:00 AM,GS,FullTake,$290.40,$2595.00,$9.60,$0.00,$0.00,$0.00,$0.00,$112.00,$352.00,$61.60,6,
151,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3296.7,3303.1,2025-04-07 10:54:00 AM,2025-04-07 10:58:00 AM,GS,Stop loss,-$332.00,$2263.00,$12.00,$0.00,$0.00,$0.00,$0.00,$320.00,$65.00,$397.00,5,
152,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3280.8,3282.2,2025-04-07 11:36:00 AM,2025-04-07 11:39:00 AM,GS,Buy to cover,-$82.00,$2181.00,$12.00,$0.00,$0.00,$0.00,$0.00,$220.00,$25.00,$107.00,4,
153,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3280.4,3277.9,2025-04-08 1:03:00 PM,2025-04-08 1:05:00 PM,GS,TP1,$22.60,$2203.60,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$70.00,$47.40,3,
154,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3280.4,3276.4,2025-04-08 1:03:00 PM,2025-04-08 1:13:00 PM,GS,TP2,$37.60,$2241.20,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$70.00,$32.40,11,
155,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,3280.4,3280.4,2025-04-08 1:03:00 PM,2025-04-08 1:16:00 PM,GS,Stop loss,-$7.20,$2234.00,$7.20,$0.00,$0.00,$0.00,$0.00,$45.00,$210.00,$217.20,14,
156,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3471.5,3466.9,2025-04-10 11:30:00 AM,2025-04-10 11:34:00 AM,GL_B,Stop loss,-$242.00,$1992.00,$12.00,$0.00,$0.00,$0.00,$0.00,$230.00,$105.00,$347.00,5,
157,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3527.8,3529.8,2025-04-15 1:43:00 PM,2025-04-15 1:48:00 PM,GL_B,TP1,$17.60,$2009.60,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$24.00,$6.40,6,
158,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,3527.8,3527.8,2025-04-15 1:43:00 PM,2025-04-15 1:50:00 PM,GL_B,Stop loss,-$9.60,$2000.00,$9.60,$0.00,$0.00,$0.00,$0.00,$8.00,$96.00,$105.60,8,
159,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3621.8,3623.9,2025-04-16 11:43:00 AM,2025-04-16 11:52:00 AM,GL_B,TP1,$18.60,$2018.60,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$99.00,$80.40,10,
160,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3621.8,3627.2,2025-04-16 11:43:00 AM,2025-04-16 11:56:00 AM,GL_B,TP2,$51.60,$2070.20,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$99.00,$47.40,14,
161,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3621.8,3630.5,2025-04-16 11:43:00 AM,2025-04-16 12:26:00 PM,GL_B,TP3,$84.60,$2154.80,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$99.00,$14.40,44,
162,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,3621.8,3627.4,2025-04-16 11:43:00 AM,2025-04-16 12:40:00 PM,GL_B,Stop loss,$107.20,$2262.00,$4.80,$0.00,$0.00,$0.00,$0.00,$30.00,$198.00,$90.80,58,
163,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3596.7,3592.1,2025-04-17 10:32:00 AM,2025-04-17 10:33:00 AM,GS,TP1,$43.60,$2305.60,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$114.00,$70.40,2,
164,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3596.7,3592.1,2025-04-17 10:32:00 AM,2025-04-17 10:33:00 AM,GS,TP2,$43.60,$2349.20,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$114.00,$70.40,2,
165,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,3596.7,3586.0,2025-04-17 10:32:00 AM,2025-04-17 10:34:00 AM,GS,FullTake,$313.80,$2663.00,$7.20,$0.00,$0.00,$0.00,$0.00,$6.00,$342.00,$28.20,3,
166,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3691.8,3689.1,2025-04-22 12:22:00 PM,2025-04-22 12:23:00 PM,GS,TP1,$24.60,$2687.60,$2.40,$0.00,$0.00,$0.00,$0.00,$32.00,$81.00,$56.40,2,
167,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3691.8,3684.7,2025-04-22 12:22:00 PM,2025-04-22 12:28:00 PM,GS,FullTake,$274.40,$2962.00,$9.60,$0.00,$0.00,$0.00,$0.00,$128.00,$324.00,$49.60,7,
168,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3681.1,3676.3,2025-04-22 12:30:00 PM,2025-04-22 12:33:00 PM,GS,TP1,$45.60,$3007.60,$2.40,$0.00,$0.00,$0.00,$0.00,$35.00,$86.00,$40.40,4,
169,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3681.1,3676.3,2025-04-22 12:30:00 PM,2025-04-22 12:33:00 PM,GS,TP2,$45.60,$3053.20,$2.40,$0.00,$0.00,$0.00,$0.00,$35.00,$86.00,$40.40,4,
170,MGC 12-26,Backtest,GoldTrendScalperV40,Short,3,3681.1,3673.7,2025-04-22 12:30:00 PM,2025-04-22 12:34:00 PM,GS,FullTake,$214.80,$3268.00,$7.20,$0.00,$0.00,$0.00,$0.00,$105.00,$258.00,$43.20,5,
171,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3557.3,3565.2,2025-04-23 10:03:00 AM,2025-04-23 10:08:00 AM,GS,Stop loss,-$407.00,$2861.00,$12.00,$0.00,$0.00,$0.00,$0.00,$395.00,$115.00,$522.00,6,
172,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3611.3,3614.6,2025-04-28 10:32:00 AM,2025-04-28 10:35:00 AM,GL_B,TP1,$30.60,$2891.60,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$119.00,$88.40,4,
173,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3611.3,3616.2,2025-04-28 10:32:00 AM,2025-04-28 10:36:00 AM,GL_B,TP2,$46.60,$2938.20,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$119.00,$72.40,5,
174,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3611.3,3619.3,2025-04-28 10:32:00 AM,2025-04-28 10:39:00 AM,GL_B,TP3,$77.60,$3015.80,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$119.00,$41.40,8,
175,MGC 12-26,Backtest,GoldTrendScalperV40,Long,2,3611.3,3621.8,2025-04-28 10:32:00 AM,2025-04-28 10:41:00 AM,GL_B,FullTake,$205.20,$3221.00,$4.80,$0.00,$0.00,$0.00,$0.00,$30.00,$238.00,$32.80,10,
176,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3506.4,3504.2,2025-05-01 11:17:00 AM,2025-05-01 11:32:00 AM,GS,TP1,$19.60,$3240.60,$2.40,$0.00,$0.00,$0.00,$0.00,$27.00,$101.00,$81.40,16,
177,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3506.4,3500.3,2025-05-01 11:17:00 AM,2025-05-01 11:34:00 AM,GS,TP2,$58.60,$3299.20,$2.40,$0.00,$0.00,$0.00,$0.00,$27.00,$101.00,$42.40,18,
178,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3506.4,3500.3,2025-05-01 11:17:00 AM,2025-05-01 11:34:00 AM,GS,TP3,$58.60,$3357.80,$2.40,$0.00,$0.00,$0.00,$0.00,$27.00,$101.00,$42.40,18,
179,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,3506.4,3497.0,2025-05-01 11:17:00 AM,2025-05-01 11:45:00 AM,GS,FullTake,$183.20,$3541.00,$4.80,$0.00,$0.00,$0.00,$0.00,$54.00,$202.00,$18.80,29,
180,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3520.3,3523.9,2025-05-02 12:02:00 PM,2025-05-02 12:04:00 PM,GS,Stop loss,-$192.00,$3349.00,$12.00,$0.00,$0.00,$0.00,$0.00,$180.00,$170.00,$362.00,3,
181,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3515.4,3513.1,2025-05-02 12:58:00 PM,2025-05-02 1:00:00 PM,GS,TP1,$20.60,$3369.60,$2.40,$0.00,$0.00,$0.00,$0.00,$26.00,$27.00,$6.40,3,
182,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3515.4,3518.0,2025-05-02 12:58:00 PM,2025-05-02 1:07:00 PM,GS,Stop loss,-$113.60,$3256.00,$9.60,$0.00,$0.00,$0.00,$0.00,$104.00,$108.00,$221.60,10,
183,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3688.9,3690.8,2025-05-06 11:26:00 AM,2025-05-06 11:35:00 AM,GL_B,TP1,$16.60,$3272.60,$2.40,$0.00,$0.00,$0.00,$0.00,$32.00,$27.00,$10.40,10,
184,MGC 12-26,Backtest,GoldTrendScalperV40,Long,4,3688.9,3685.7,2025-05-06 11:26:00 AM,2025-05-06 11:48:00 AM,GL_B,Stop loss,-$137.60,$3135.00,$9.60,$0.00,$0.00,$0.00,$0.00,$128.00,$108.00,$245.60,23,
185,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3671.8,3669.4,2025-05-07 10:20:00 AM,2025-05-07 10:22:00 AM,GS,TP1,$21.60,$3156.60,$2.40,$0.00,$0.00,$0.00,$0.00,$37.00,$51.00,$29.40,3,
186,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3671.8,3675.5,2025-05-07 10:20:00 AM,2025-05-07 10:25:00 AM,GS,Stop loss,-$157.60,$2999.00,$9.60,$0.00,$0.00,$0.00,$0.00,$148.00,$204.00,$361.60,6,
187,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3635.3,3632.3,2025-05-08 11:27:00 AM,2025-05-08 11:28:00 AM,GS,TP1,$27.60,$3026.60,$2.40,$0.00,$0.00,$0.00,$0.00,$35.00,$64.00,$36.40,2,
188,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3635.3,3638.8,2025-05-08 11:27:00 AM,2025-05-08 11:31:00 AM,GS,Stop loss,-$149.60,$2877.00,$9.60,$0.00,$0.00,$0.00,$0.00,$140.00,$256.00,$405.60,5,
189,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3620.3,3616.3,2025-05-08 11:48:00 AM,2025-05-08 11:52:00 AM,GS,TP1,$37.60,$2914.60,$2.40,$0.00,$0.00,$0.00,$0.00,$40.00,$103.00,$65.40,5,
190,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3620.3,3616.3,2025-05-08 11:48:00 AM,2025-05-08 11:52:00 AM,GS,TP2,$37.60,$2952.20,$2.40,$0.00,$0.00,$0.00,$0.00,$40.00,$103.00,$65.40,5,
191,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3620.3,3613.0,2025-05-08 11:48:00 AM,2025-05-08 12:07:00 PM,GS,TP3,$70.60,$3022.80,$2.40,$0.00,$0.00,$0.00,$0.00,$40.00,$103.00,$32.40,20,
192,MGC 12-26,Backtest,GoldTrendScalperV40,Short,2,3620.3,3610.6,2025-05-08 11:48:00 AM,2025-05-08 12:08:00 PM,GS,FullTake,$189.20,$3212.00,$4.80,$0.00,$0.00,$0.00,$0.00,$80.00,$206.00,$16.80,21,
193,MGC 12-26,Backtest,GoldTrendScalperV40,Short,1,3607.3,3604.3,2025-05-08 12:13:00 PM,2025-05-08 12:15:00 PM,GS,TP1,$27.60,$3239.60,$2.40,$0.00,$0.00,$0.00,$0.00,$15.00,$86.00,$58.40,3,
194,MGC 12-26,Backtest,GoldTrendScalperV40,Short,4,3607.3,3600.0,2025-05-08 12:13:00 PM,2025-05-08 12:16:00 PM,GS,FullTake,$282.40,$3522.00,$9.60,$0.00,$0.00,$0.00,$0.00,$60.00,$344.00,$61.60,4,
195,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3514.5,3517.8,2025-05-13 10:03:00 AM,2025-05-13 10:04:00 AM,GS,Stop loss,-$177.00,$3345.00,$12.00,$0.00,$0.00,$0.00,$0.00,$165.00,$95.00,$272.00,2,
196,MGC 12-26,Backtest,GoldTrendScalperV40,Long,5,3501.8,3498.6,2025-05-15 11:27:00 AM,2025-05-15 11:34:00 AM,GL_B,Stop loss,-$172.00,$3173.00,$12.00,$0.00,$0.00,$0.00,$0.00,$160.00,$75.00,$247.00,8,
197,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3455.9,3459.6,2025-05-16 10:39:00 AM,2025-05-16 10:40:00 AM,GS,Stop loss,-$197.00,$2976.00,$12.00,$0.00,$0.00,$0.00,$0.00,$185.00,$0.00,$197.00,2,
198,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3452.8,3456.5,2025-05-16 10:45:00 AM,2025-05-16 10:45:00 AM,GS,Stop loss,-$197.00,$2779.00,$12.00,$0.00,$0.00,$0.00,$0.00,$185.00,$0.00,$197.00,1,
199,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3553.8,3557.2,2025-05-20 10:05:00 AM,2025-05-20 10:06:00 AM,GL_B,TP1,$31.60,$2810.60,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$119.00,$87.40,2,
200,MGC 12-26,Backtest,GoldTrendScalperV40,Long,1,3553.8,3559.5,2025-05-20 10:05:00 AM,2025-05-20 10:08:00 AM,GL_B,TP2,$54.60,$2865.20,$2.40,$0.00,$0.00,$0.00,$0.00,$2.00,$119.00,$64.40,4,
201,MGC 12-26,Backtest,GoldTrendScalperV40,Long,3,3553.8,3564.9,2025-05-20 10:05:00 AM,2025-05-20 10:10:00 AM,GL_B,FullTake,$325.80,$3191.00,$7.20,$0.00,$0.00,$0.00,$0.00,$6.00,$357.00,$31.20,6,
202,MGC 12-26,Backtest,GoldTrendScalperV40,Short,5,3612.4,3616.4,2025-06-03 10:07:00 AM,2025-06-03 10:08:00 AM,GS,Stop loss,-$212.00,$2979.00,$12.00,$0.00,$0.00,$0.00,$0.00,$200.00,$10.00,$222.00,2,
